Ticker,MCapM,MCapFinnhubM,SharesOutstandingM,MCapDivergenciaPct,MCapEstado,Pais,Industria,High52,Low52,regime_reporte,Nome,destino,motivo,faltas,Price,AvgVolN,RelVol,TendVol,RSI,SMA20_pct,Eco,Vol20d
GAU,457.11749999999995,642.585898,261.21,40.57346262175483,DIVERGENTE,CA,Metals & Mining,4.91,1.77,20-F,Galiano Gold Inc.,PASSA_FASE0,,0,1.75,3060968.9310551584,2.1379033610998377,0.8946455966128859,39.94430005116553,-5.046120455778624,1.0,46.446668912096094
GTE,236.20479999999998,236.20405986854462,35.36,0.0003133431053736757,COERENTE,CA,Energy,9.74,3.09,10-Q,Gran Tierra Energy Inc.,PASSA_FASE0,,0,6.68,321755.03870722227,1.3772877754658543,0.8444110396593499,47.71964154621399,1.5506232897537051,1.2624916520200316,70.06348286309476
FIEE,26.656000000000002,27.291512084805653,8.33,2.3841239676082315,COERENTE,HK,Communications,10.59,1.5,10-Q,"FiEE, Inc Common Stock",PASSA_FASE0,,0,3.2,204326.4660503016,11.01648309689286,3.0686890937588585,41.63427872861101,-10.419474806177142,5.332420904012444,149.67418313197234
ACB,154.8183,237.238416,56.71,53.23667550929056,DIVERGENTE,CA,Pharmaceuticals,9.33,3.59,20-F,Aurora Cannabis Inc. Common Shares,PASSA_FASE0,,0,2.73,994351.203571508,1.312857519582738,1.2026367144192347,45.41540428505703,1.4869888475836257,1.242251938001342,28.73228564473964
GRAB,13701.5,13730.732537927533,4090.0,0.2133528294532283,COERENTE,SG,Road & Rail,6.62,3.18,20-F,Grab Holdings Limited Class A Ordinary Shares,PASSA_FASE0,,0,3.35,50380507.45582109,1.3780663871902932,0.8729122372548322,38.759148591349856,-8.56986899563319,1.1954671744576586,38.11448191110606
TLRY,482.0718,478.81156208933004,120.82,0.6762971637565118,COERENTE,CA,Pharmaceuticals,23.2,3.67,10-Q,"Tilray Brands, Inc. Common Stock",PASSA_FASE0,,0,3.99,3817332.0087793977,3.2379650260688924,1.017622566108708,31.70067056047057,-6.491680337473616,1.0,35.31771718006532
ALLO,624.7215,624.7297616686749,345.15,0.0013224562744884594,COERENTE,US,Biotechnology,4.46,0.98,10-Q,"Allogene Therapeutics, Inc. Common Stock",PASSA_FASE0,,0,1.81,8018947.374481476,1.560689444449591,1.017145366838664,44.133422794468096,-5.161121299449833,1.1500622532158349,56.31747265211543
UROY,444.16769999999997,561.027957,146.59,26.309940367118113,DIVERGENTE,CA,Energy,7.5,3.34,20-F,Uranium Royalty Corp. Common Stock,PASSA_FASE0,,0,3.03,2761208.392128793,2.281209701868165,1.0312470573786676,54.759968576404376,8.243279449852636,1.1193419540101832,68.22333140816546
BOOM,110.94739999999999,110.94093570695969,20.47,0.005826448425372277,COERENTE,US,Energy,9.2,4.69,10-Q,DMC Global Inc. Common Stock,PASSA_FASE0,,0,5.42,323428.03432668257,1.6945322624581949,0.6333536991026398,31.18159449565026,-12.524209167204647,1.0,50.44563061547238
AMIX,52.1437,2.4828909709090907,11.41,95.23836825750936,DIVERGENTE,US,Health Care,32.55,2.44,10-Q,"Autonomix Medical, Inc. Common Stock",PASSA_FASE0,,0,4.57,408244.0328072857,171.6093994993298,2.876584884372845,44.12388324951739,-9.16138265519091,1.0,216.71427829161493
AQST,451.62,451.68115404255326,125.45,0.013541039491893336,COERENTE,US,Pharmaceuticals,7.55,2.93,10-Q,"Aquestive Therapeutics, Inc. Common Stock",PASSA_FASE0,,0,3.6,1916976.7208985712,1.3484558207792512,0.9297093970214152,34.04316856624486,-10.26360067302302,1.181493302090976,38.51468116824462
STLA,17451.3572,19105.651255,2903.72,9.47945787849671,DIVERGENTE,NL,Automobiles,10.494,4.591,20-F,Stellantis N.V.,PASSA_FASE0,,0,6.01,18779660.00560019,1.8375063234687217,0.9921305800457928,51.610506604120566,5.024027959807764,1.0,33.66090968409613
