Ticker,na_shortlist,A,B,C,B_rsi,B_macd,B_bounce,C_lateral,C_hl,C_coil,n
RPGL,False,True,True,True,False,False,True,False,False,True,3
DDD,False,False,False,True,False,False,False,False,False,True,1
EVEX,False,False,False,True,False,False,False,True,False,False,1
ALTO,False,True,False,True,False,False,False,True,False,False,2
NWL,False,False,False,True,False,False,False,False,True,True,1
SNAP,False,False,False,True,False,False,False,True,True,True,1
GLBS,False,True,False,True,False,False,False,False,True,False,2
VTEX,False,False,True,True,False,True,False,True,True,False,2
INSE,False,False,True,True,False,True,False,True,False,False,2
WALD,False,True,False,True,False,False,False,False,True,True,2
CHGG,False,True,True,True,False,False,True,False,False,True,3
AREC,False,True,True,True,False,True,False,False,False,True,3
JOBY,False,True,False,False,False,False,False,False,False,False,1
INVE,True,True,False,True,False,False,False,False,True,True,2
JBI,False,False,False,True,False,False,False,True,True,True,1
CHPT,False,False,False,True,False,False,False,False,False,True,1
MNTK,False,True,True,True,False,False,True,True,True,True,3
LGCL,False,True,True,True,False,True,False,False,True,False,3
CNET,False,True,True,False,False,True,False,False,False,False,2
CTNT,False,True,True,False,False,False,True,False,False,False,2
ABR,False,True,False,True,False,False,False,False,True,True,2
RXT,False,True,False,True,False,False,False,False,False,True,2
INTR,False,False,False,True,False,False,False,True,True,True,1
AKBA,False,False,False,True,False,False,False,False,True,True,1
HSCS,False,True,False,True,False,False,False,False,True,True,2
NGEN,False,False,False,True,False,False,False,False,False,True,1
FTCI,False,True,False,True,False,False,False,False,False,True,2
FEAM,False,True,True,True,False,True,False,False,False,True,3
AZI,False,False,False,True,False,False,False,False,True,True,1
TOYO,False,False,False,True,False,False,False,False,False,True,1
UP,False,False,False,True,False,False,False,False,False,True,1
OPK,True,True,True,True,True,True,True,True,False,False,3
TE,False,False,False,True,False,False,False,False,False,True,1
HRZN,False,False,False,True,False,False,False,True,True,True,1
SIGA,True,True,True,True,True,True,False,True,False,False,3
ACCO,False,False,True,True,False,True,True,True,True,False,2
HCTI,True,True,False,False,False,False,False,False,False,False,1
TRDA,False,False,False,True,False,False,False,False,False,True,1
NUCL,False,False,True,False,True,True,False,False,False,False,1
TASK,False,True,False,True,False,False,False,True,True,False,2
ABSI,False,False,False,True,False,False,False,False,False,True,1
BOLD,False,False,False,True,False,False,False,False,True,True,1
ISPR,False,False,False,True,False,False,False,False,True,False,1
SMSI,False,False,False,True,False,False,False,False,False,True,1
SSP,False,False,False,True,False,False,False,False,True,False,1
NMRA,False,False,True,True,False,True,False,False,True,True,2
UCAR,False,True,False,False,False,False,False,False,False,False,1
AIOT,False,False,False,True,False,False,False,True,True,False,1
ASPN,False,True,False,True,False,False,False,False,False,True,2
LTRN,False,True,False,False,False,False,False,False,False,False,1
AUUD,False,True,False,True,False,False,False,False,False,True,2
OTLK,False,True,False,True,False,False,False,False,False,True,2
VRA,False,False,False,True,False,False,False,True,False,True,1
TDIC,False,True,False,True,False,False,False,False,False,True,2
ACHV,False,True,False,True,False,False,False,True,True,True,2
VUZI,False,False,False,True,False,False,False,False,False,True,1
AVIR,True,True,False,True,False,False,False,True,True,True,2
SANA,False,False,False,True,False,False,False,True,True,False,1
ANIX,False,True,False,True,False,False,False,True,True,False,2
NUS,False,False,False,True,False,False,False,True,True,False,1
APWC,False,False,False,True,False,False,False,True,True,True,1
EXFY,False,False,False,True,False,False,False,False,True,True,1
DTI,True,True,False,True,False,False,False,False,True,True,2
BLND,False,False,False,True,False,False,False,True,True,True,1
GCTS,False,False,False,True,False,False,False,False,False,True,1
BKKT,False,False,False,True,False,False,False,False,False,True,1
ALLR,False,True,False,True,False,False,False,True,True,True,2
FIP,True,True,False,True,False,False,False,True,False,True,2
CAMP,False,False,True,True,True,False,False,True,False,False,2
EDUC,False,True,False,True,False,False,False,True,False,False,2
DNUT,False,False,False,True,False,False,False,True,False,True,1
ALT,True,True,False,True,False,False,False,True,True,True,2
FLWS,False,False,False,True,False,False,False,True,True,True,1
WHWK,True,True,False,True,False,False,False,True,False,True,2
CUPR,False,False,False,True,False,False,False,False,False,True,1
UPB,True,True,False,True,False,False,False,True,True,True,2
AMBP,False,True,True,True,False,True,False,True,True,False,3
ONEG,False,False,False,True,False,False,False,False,False,True,1
NCMI,False,False,False,True,False,False,False,True,True,True,1
GTM,False,False,False,True,False,False,False,False,True,True,1
ZVIA,False,False,False,True,False,False,False,False,True,True,1
ANGX,False,False,False,True,False,False,False,False,True,True,1
PNBK,False,True,False,True,False,False,False,True,True,False,2
TPVG,False,True,True,True,False,True,False,True,False,False,3
ACRV,False,True,False,True,False,False,False,True,False,False,2
ANNA,False,True,False,True,False,False,False,True,True,False,2
AMTX,False,False,False,False,False,False,False,False,False,False,0
CDXS,False,True,False,False,False,False,False,False,False,False,1
OVID,False,False,False,True,False,False,False,True,True,True,1
NAUT,False,True,False,False,False,False,False,False,False,False,1
GAIA,False,True,False,True,False,False,False,False,False,True,2
SGHT,False,True,False,True,False,False,False,True,False,True,2
VOXR,False,False,True,True,True,True,False,True,False,True,2
BHC,True,False,False,True,False,False,False,True,False,True,1
ABUS,False,True,False,True,False,False,False,True,False,False,2
ABAT,False,False,False,True,False,False,False,False,False,True,1
SNTG,False,True,False,True,False,False,False,True,False,True,2
ETS,False,True,False,True,False,False,False,False,True,False,2
HKIT,False,False,False,True,False,False,False,False,False,True,1
RXRX,False,False,False,True,False,False,False,True,False,False,1
HOUR,False,True,False,True,False,False,False,True,False,True,2
KSCP,False,True,True,False,True,True,False,False,False,False,2
WETH,False,False,False,True,False,False,False,False,True,False,1
EOLS,False,False,True,True,True,False,False,True,False,False,2
TKNO,False,True,False,True,False,False,False,False,True,True,2
SHMD,False,False,False,False,False,False,False,False,False,False,0
NTCL,False,True,False,True,False,False,False,False,False,True,2
IRWD,False,True,False,True,False,False,False,True,True,False,2
GTN,False,False,False,True,False,False,False,True,True,True,1
CLVT,True,True,True,True,False,False,True,True,True,False,3
ZURA,False,False,False,True,False,False,False,False,True,False,1
CCHH,False,True,True,False,False,True,False,False,False,False,2
LFCR,False,False,False,True,False,False,False,True,False,True,1
BDN,False,True,False,True,False,False,False,True,False,False,2
EVGO,False,True,True,False,True,False,False,False,False,False,2
BRSP,True,True,False,True,False,False,False,True,False,False,2
AIRS,False,False,False,True,False,False,False,False,True,True,1
POET,False,False,False,True,False,False,False,False,False,True,1
ELDN,False,False,False,True,False,False,False,True,False,False,1
INBS,False,True,False,True,False,False,False,False,False,True,2
MGX,False,True,False,True,False,False,False,True,True,False,2
IDN,False,False,True,True,False,True,False,False,False,True,2
ENGN,False,False,False,True,False,False,False,False,True,True,1
CD,False,False,False,True,False,False,False,False,False,True,1
VLN,False,False,False,True,False,False,False,False,False,True,1
PDYN,False,False,True,True,False,True,False,False,False,True,2
ALZN,False,True,False,True,False,False,False,True,True,True,2
JEM,False,True,True,False,False,True,True,False,False,False,2
MSAI,False,False,False,True,False,False,False,True,False,False,1
AFCG,False,False,False,True,False,False,False,True,False,True,1
CNTB,False,True,False,True,False,False,False,True,True,False,2
SOC,False,True,True,True,True,False,False,False,True,True,3
HIT,False,False,False,True,False,False,False,False,True,True,1
AKAN,False,True,False,True,False,False,False,False,False,True,2
NKLR,True,True,False,True,False,False,False,True,True,False,2
MBI,True,True,False,True,False,False,False,True,False,True,2
SOWG,False,False,False,True,False,False,False,False,True,True,1
HITI,False,False,False,True,False,False,False,True,False,True,1
LXEO,False,True,False,True,False,False,False,True,False,False,2
UK,False,False,False,True,False,False,False,False,False,True,1
FHTX,False,True,False,True,False,False,False,False,True,False,2
SSTK,False,True,False,False,False,False,False,False,False,False,1
CRDL,True,True,False,True,False,False,False,True,True,False,2
VTIX,False,True,False,False,False,False,False,False,False,False,1
SITC,False,True,False,True,False,False,False,True,True,False,2
AMCI,False,True,False,True,False,False,False,True,True,False,2
BAER,False,True,True,True,False,True,False,True,True,True,3
RCAT,False,False,False,True,False,False,False,False,False,True,1
AUNA,False,False,False,True,False,False,False,True,False,True,1
EPSM,False,False,True,True,False,True,False,False,False,True,2
DLTH,False,False,False,True,False,False,False,False,False,True,1
NAT,False,False,False,True,False,False,False,True,True,True,1
IMRX,False,False,False,True,False,False,False,True,False,True,1
BHR,False,True,True,True,False,False,True,True,True,True,3
FOSL,False,True,True,True,False,True,True,True,False,True,3
VNCE,False,False,False,True,False,False,False,False,False,True,1
SATL,False,False,True,True,False,True,False,False,False,True,2
MX,False,False,True,True,False,True,False,False,False,True,2
CRNT,False,True,False,True,False,False,False,True,False,True,2
LAC,False,True,True,True,False,True,False,False,False,True,3
ACIU,False,True,True,True,False,True,False,True,False,False,3
OKUR,False,False,False,True,False,False,False,True,False,True,1
FPH,False,True,True,True,False,True,False,True,True,False,3
CCCC,False,True,False,True,False,False,False,True,False,True,2
SLXN,False,True,False,True,False,False,False,False,False,True,2
LSTA,False,True,False,False,False,False,False,False,False,False,1
EHTH,False,False,False,True,False,False,False,True,False,False,1
XFOR,True,False,True,True,False,True,False,True,False,False,2
UWMC,False,False,True,False,True,False,False,False,False,False,1
GEOS,False,False,False,True,False,False,False,True,True,True,1
TDTH,False,True,False,True,False,False,False,False,True,False,2
CBUS,False,True,False,True,False,False,False,False,True,False,2
CRIS,False,False,True,True,False,True,False,False,True,True,2
KLTR,False,True,True,True,False,False,True,True,True,False,3
XPOF,False,False,False,True,False,False,False,True,False,True,1
PURR,False,False,False,True,False,False,False,False,False,True,1
IQST,False,True,True,True,False,True,False,False,True,False,3
LUNG,False,False,False,True,False,False,False,True,False,False,1
IAUX,False,False,False,True,False,False,False,True,False,False,1
DOMO,False,True,False,True,False,False,False,False,True,True,2
SOPH,False,True,False,True,False,False,False,True,True,False,2
TBLA,False,False,False,True,False,False,False,True,True,True,1
ECOR,False,True,True,True,False,True,False,False,False,True,3
NXDR,False,False,False,True,False,False,False,True,True,True,1
AUR,False,True,False,True,False,False,False,True,False,False,2
CLPR,False,False,False,True,False,False,False,True,True,True,1
CMTG,False,False,False,True,False,False,False,True,False,True,1
ONL,False,False,False,True,False,False,False,True,False,True,1
ASTL,False,True,True,True,True,False,True,False,True,False,3
ATPC,False,True,False,True,False,False,False,False,False,True,2
CAST,False,False,False,True,False,False,False,False,False,True,1
CODX,False,True,False,True,False,False,False,False,False,True,2
LHSW,False,True,False,True,False,False,False,False,True,False,2
ACTU,False,True,False,False,False,False,False,False,False,False,1
GALT,False,True,False,True,False,False,False,False,True,False,2
NAKA,False,False,False,True,False,False,False,False,True,False,1
CURV,False,False,False,True,False,False,False,False,True,True,1
BRCC,False,True,False,False,False,False,False,False,False,False,1
BUR,False,False,True,True,False,True,False,True,False,True,2
BZFD,False,True,False,True,False,False,False,False,False,True,2
MTVA,False,True,False,True,False,False,False,False,False,True,2
CURR,False,True,False,True,False,False,False,False,True,True,2
CIA,False,True,True,True,True,False,False,True,False,True,3
VRAX,False,True,False,True,False,False,False,False,True,False,2
QTRX,False,False,False,True,False,False,False,False,True,True,1
VSTM,False,False,False,True,False,False,False,False,True,False,1
EGY,False,False,False,True,False,False,False,True,True,False,1
CCLD,False,False,True,True,False,True,True,True,True,True,2
LRMR,False,False,False,True,False,False,False,True,True,False,1
SNOA,False,False,False,True,False,False,False,True,False,True,1
FMST,False,True,False,True,False,False,False,True,False,False,2
XTIA,False,False,False,True,False,False,False,True,True,True,1
GDC,False,True,False,True,False,False,False,False,True,True,2
JBLU,True,True,True,True,False,True,False,True,False,False,3
RIG,True,True,False,True,False,False,False,True,True,True,2
ATOS,False,True,False,True,False,False,False,False,True,True,2
TOI,False,True,False,False,False,False,False,False,False,False,1
DMAC,True,True,False,True,False,False,False,True,True,False,2
DCH,False,False,False,True,False,False,False,True,True,True,1
HTCO,False,False,True,True,False,False,True,False,False,True,2
ZYBT,False,True,False,True,False,False,False,False,True,False,2
COUR,False,True,True,True,False,True,True,True,True,True,3
CHMI,False,True,False,True,False,False,False,True,False,True,2
JLHL,False,True,False,True,False,False,False,False,True,False,2
VFS,False,True,False,True,False,False,False,True,False,False,2
ENGS,True,True,False,True,False,False,False,False,True,False,2
ABOS,False,False,False,True,False,False,False,True,False,False,1
TTGT,False,True,True,False,False,True,True,False,False,False,2
DMRC,False,False,True,True,True,False,False,False,False,True,2
TGEN,False,True,False,True,False,False,False,False,False,True,2
TLYS,False,False,False,True,False,False,False,True,False,True,1
BTMD,True,True,False,True,False,False,False,True,True,False,2
HYPD,False,False,False,True,False,False,False,False,False,True,1
FF,False,False,False,True,False,False,False,True,True,True,1
BGS,False,False,True,True,True,True,False,True,False,True,2
CCC,False,False,False,True,False,False,False,True,True,False,1
CVV,False,False,False,True,False,False,False,True,False,True,1
NG,True,True,True,False,True,True,True,False,False,False,2
BMM,False,True,False,True,False,False,False,True,False,True,2
CRML,False,False,False,False,False,False,False,False,False,False,0
SND,False,False,False,True,False,False,False,True,False,False,1
CSHR,False,False,False,True,False,False,False,False,True,True,1
KLXE,False,False,False,True,False,False,False,False,False,True,1
ACDC,False,True,False,False,False,False,False,False,False,False,1
PEW,False,True,False,True,False,False,False,True,True,False,2
IKT,False,True,False,True,False,False,False,True,True,False,2
RGC,False,True,True,False,False,False,True,False,False,False,2
SKYQ,False,True,False,True,False,False,False,False,True,False,2
CWH,False,False,True,True,False,True,False,True,False,False,2
APYX,False,False,False,True,False,False,False,False,False,True,1
BIVI,False,True,False,False,False,False,False,False,False,False,1
LUMN,False,False,False,True,False,False,False,False,False,True,1
NUWE,False,True,False,True,False,False,False,False,False,True,2
WKHS,False,True,True,True,False,False,True,False,True,True,3
GMEX,False,True,False,False,False,False,False,False,False,False,1
INMB,False,True,False,True,False,False,False,False,True,False,2
KGEI,False,True,False,True,False,False,False,True,True,False,2
WLDS,False,True,True,False,True,False,True,False,False,False,2
JRVR,False,False,False,True,False,False,False,False,True,True,1
EVLV,True,True,False,True,False,False,False,True,True,False,2
ENLV,False,True,False,False,False,False,False,False,False,False,1
ALTG,False,False,False,True,False,False,False,False,False,True,1
FATN,False,False,True,True,False,True,True,False,False,True,2
AIHS,False,True,True,True,False,True,False,True,False,False,3
HCAI,False,False,False,True,False,False,False,False,False,True,1
ICCM,False,False,False,True,False,False,False,False,True,True,1
RR,False,False,False,True,False,False,False,False,False,True,1
SPCE,False,False,False,True,False,False,False,False,True,True,1
GRCE,True,True,False,True,False,False,False,True,False,False,2
EU,True,False,False,True,False,False,False,False,False,True,1
ORC,True,True,False,True,False,False,False,True,False,False,2
OSUR,False,False,False,True,False,False,False,True,False,True,1
WXM,False,True,False,True,False,False,False,False,True,True,2
BRR,False,True,False,True,False,False,False,False,True,False,2
III,False,False,True,True,False,True,False,True,False,False,2
CVRX,False,True,False,True,False,False,False,False,False,True,2
CABA,False,False,False,True,False,False,False,True,False,True,1
TONX,False,True,False,True,False,False,False,False,True,True,2
FULC,False,False,False,True,False,False,False,False,True,True,1
PPSI,False,False,False,True,False,False,False,False,False,True,1
LVWR,False,True,True,True,True,False,False,False,True,False,3
BYRN,True,True,True,False,True,True,True,False,False,False,2
RVSB,False,False,True,True,False,True,False,True,False,True,2
PCT,False,False,True,True,False,True,False,False,False,True,2
CNDT,False,False,True,True,False,True,False,True,True,True,2
GDRX,False,False,True,True,False,True,False,True,True,True,2
UNCY,False,True,False,True,False,False,False,False,True,True,2
ZIP,False,True,True,True,False,True,False,True,True,True,3
CTMX,False,False,False,True,False,False,False,True,True,True,1
ANVS,False,False,False,True,False,False,False,True,True,True,1
DGNX,False,True,False,True,False,False,False,False,True,True,2
HFFG,False,True,False,True,False,False,False,True,True,False,2
STAK,False,True,True,False,False,True,True,False,False,False,2
PLRX,False,True,False,True,False,False,False,True,False,False,2
KPTI,False,True,False,True,False,False,False,True,False,False,2
RLMD,False,False,False,True,False,False,False,True,False,False,1
DFLI,False,False,False,True,False,False,False,False,False,True,1
CGEN,False,False,False,True,False,False,False,True,True,False,1
STKE,False,True,False,True,False,False,False,False,True,False,2
RDNW,False,True,True,True,False,False,True,True,True,True,3
EMBC,False,False,False,True,False,False,False,False,True,True,1
QNTM,False,False,True,True,False,True,False,False,False,True,2
MASK,False,False,True,True,False,True,False,False,False,True,2
CANG,False,True,False,True,False,False,False,False,False,True,2
NRGV,False,False,False,False,False,False,False,False,False,False,0
OLOX,False,False,False,True,False,False,False,False,False,True,1
TVRD,False,True,False,True,False,False,False,False,True,False,2
MDAI,False,False,False,True,False,False,False,False,False,True,1
DFDV,False,False,False,True,False,False,False,False,True,True,1
EQ,False,True,False,True,False,False,False,False,False,True,2
DHX,False,False,False,True,False,False,False,False,True,True,1
AIMD,False,False,False,True,False,False,False,False,False,True,1
MGNX,False,True,False,False,False,False,False,False,False,False,1
ALGS,False,True,False,False,False,False,False,False,False,False,1
OBIO,False,False,True,True,False,True,False,True,False,True,2
AIRO,False,False,False,True,False,False,False,False,True,False,1
GITS,False,False,False,True,False,False,False,False,True,True,1
PRQR,False,True,False,True,False,False,False,True,True,True,2
GFR,False,False,False,True,False,False,False,True,True,False,1
FSCO,False,False,False,True,False,False,False,True,True,True,1
GLOO,False,True,False,True,False,False,False,False,True,False,2
CYH,False,True,False,True,False,False,False,True,False,False,2
HIHO,False,True,False,False,False,False,False,False,False,False,1
JELD,True,False,True,True,False,True,False,False,False,True,2
TELO,False,False,True,True,True,True,True,True,False,False,2
WVE,False,False,True,True,False,True,False,True,False,False,2
TCPC,False,False,False,True,False,False,False,True,False,False,1
FLL,False,False,False,True,False,False,False,True,False,True,1
EVTL,False,False,False,False,False,False,False,False,False,False,0
JTAI,False,True,False,False,False,False,False,False,False,False,1
GPMT,False,True,False,True,False,False,False,True,True,True,2
SKK,False,False,False,True,False,False,False,False,True,True,1
FNUC,False,False,False,False,False,False,False,False,False,False,0
KLRS,False,True,False,False,False,False,False,False,False,False,1
PACB,False,False,False,True,False,False,False,True,True,True,1
ALTI,False,True,False,True,False,False,False,True,True,False,2
SPAI,False,False,False,True,False,False,False,False,False,True,1
TALK,False,False,False,True,False,False,False,True,True,False,1
MRVI,False,True,False,True,False,False,False,False,True,True,2
ILLR,False,False,False,True,False,False,False,False,True,True,1
EGHT,False,True,True,False,False,True,True,False,False,False,2
ESRT,False,True,True,True,False,True,False,True,True,True,3
CLNN,False,True,False,True,False,False,False,False,False,True,2
LNZA,False,False,False,True,False,False,False,False,False,True,1
OXSQ,False,False,False,True,False,False,False,False,True,True,1
ANNX,False,True,False,True,False,False,False,True,True,False,2
WOK,False,True,False,True,False,False,False,False,False,True,2
CLWT,False,False,False,True,False,False,False,False,True,True,1
EGAN,False,False,True,True,False,False,True,True,True,True,2
FATE,False,False,False,True,False,False,False,False,True,True,1
BFRI,False,True,True,True,False,True,False,True,True,True,3
XELB,False,False,False,False,False,False,False,False,False,False,0
HLLY,False,False,False,True,False,False,False,True,True,True,1
YYGH,True,True,True,True,False,False,True,False,False,True,3
ZJYL,False,False,False,True,False,False,False,False,True,True,1
UPC,False,True,False,True,False,False,False,False,True,True,2
DCOY,False,True,False,True,False,False,False,False,False,True,2
GMM,True,True,True,True,True,False,False,False,True,False,3
GNSS,False,True,True,True,False,True,False,True,True,False,3
CNSP,False,False,False,True,False,False,False,False,True,True,1
TWAV,False,True,False,True,False,False,False,False,False,True,2
ZCMD,False,True,False,True,False,False,False,False,True,False,2
CGTL,False,False,False,True,False,False,False,False,True,True,1
GLXG,False,True,True,True,False,False,True,False,False,True,3
BOXL,False,False,False,True,False,False,False,False,False,True,1
CLIK,False,True,False,True,False,False,False,False,True,False,2
CPIX,False,True,False,True,False,False,False,False,True,False,2
WPRT,False,False,False,True,False,False,False,True,False,True,1
SLMT,False,True,False,False,False,False,False,False,False,False,1
AXIL,False,False,True,True,False,True,False,True,True,False,2
PAPL,False,True,True,False,False,True,True,False,False,False,2
ODYS,False,False,False,True,False,False,False,True,True,False,1
RYET,False,False,False,True,False,False,False,True,True,True,1
EEIQ,False,False,False,True,False,False,False,False,False,True,1
EDHL,False,False,False,True,False,False,False,False,True,True,1
INM,False,True,True,True,False,False,True,False,True,True,3
MBRX,False,True,False,False,False,False,False,False,False,False,1
LINK,False,False,False,True,False,False,False,False,True,True,1
MNDR,False,True,False,False,False,False,False,False,False,False,1
PODC,False,False,False,True,False,False,False,True,False,False,1
ZDAI,False,False,False,True,False,False,False,False,False,True,1
YHC,False,True,False,True,False,False,False,False,False,True,2
CHSN,False,True,False,True,False,False,False,False,True,True,2
DYAI,False,True,False,True,False,False,False,False,True,False,2
LICN,False,True,True,True,False,False,True,False,False,True,3
PYPD,True,True,False,True,False,False,False,True,False,False,2
CRE,False,True,False,True,False,False,False,False,False,True,2
ADIL,False,True,True,True,False,True,False,False,True,True,3
SHPH,False,True,False,False,False,False,False,False,False,False,1
CLRB,False,False,False,True,False,False,False,True,False,True,1
PERF,False,True,False,True,False,False,False,True,True,False,2
NXTS,False,True,False,True,False,False,False,False,False,True,2
PLBL,False,True,False,False,False,False,False,False,False,False,1
SPHL,False,True,False,True,False,False,False,False,False,True,2
RGNT,False,False,False,True,False,False,False,False,False,True,1
OXBR,False,False,False,True,False,False,False,False,True,False,1
YMAT,False,False,False,True,False,False,False,False,False,True,1
CINT,False,True,True,True,False,True,False,True,False,False,3
ZTG,True,True,False,True,False,False,False,False,True,False,2
LGHL,False,True,True,False,False,True,False,False,False,False,2
UONE,False,False,False,True,False,False,False,False,True,True,1
XCUR,False,True,False,False,False,False,False,False,False,False,1
DCX,True,True,True,False,True,False,True,False,False,False,2
LEDS,False,True,False,True,False,False,False,False,True,False,2
SLE,False,False,False,True,False,False,False,False,False,True,1
JZXN,False,True,False,True,False,False,False,False,True,False,2
SPPL,False,False,False,True,False,False,False,True,False,True,1
JBDI,True,True,False,True,False,False,False,False,True,False,2
USIO,True,True,False,True,False,False,False,False,True,False,2
GOAI,False,True,False,True,False,False,False,False,False,True,2
HWH,False,True,True,True,False,True,False,False,True,False,3
INLF,False,True,True,True,False,False,True,False,False,True,3
GDHG,False,False,False,True,False,False,False,False,True,True,1
RYOJ,False,False,True,True,False,True,False,False,True,True,2
GRAN,False,False,False,False,False,False,False,False,False,False,0
KXIN,False,True,False,True,False,False,False,True,True,False,2
PETZ,False,True,True,True,False,True,False,False,False,True,3
STFS,False,True,True,False,True,False,True,False,False,False,2
